,Date,Name,Text,Hashtags
415,2020-06-26 16:15:03+00:00,WSJ,"From the street, where most visitors are likely to view the Black Lives Matter mural in Washington, D.C., the enormous block letters are hard to make out. The intention was to show whose street it is. ",
416,2020-06-26 13:15:04+00:00,WSJ,Could a Black Lives Matter logo at work could get you in trouble? What about taking time off to protest? Now is the time for workers and their employers to brush up on company rules governing conduct on and off the job ,
417,2020-06-24 15:30:14+00:00,WSJ,"From on the ground and high above, see how Black Lives Matter murals have taken shape across America since painting began not far from the White House on June 5 on a piece commissioned by Washington, D.C.'s mayor ",
418,2020-06-19 12:30:07+00:00,WSJ,"The firing of police chiefs is just for show and doesn’t get to the root of the problem within departments, Chanelle Helm, core lead organizer for Louisville’s Black Lives Matter chapter, said ",
419,2020-06-18 22:15:05+00:00,WSJ," Listen: In today's episode of The Journal podcast, @acampoflores explains how Black Lives Matter groups and their allies pushed for reforms for years ",
420,2020-06-18 21:45:04+00:00,WSJ,"George Floyd protests “moved our work forward by leaps and bounds.” How Black Lives Matter organizers, after years of under-the-radar work, find their proposals in the spotlight. ",
421,2020-06-15 08:30:02+00:00,WSJ,"Protesters took to the streets across Germany, with demands ranging from greener policies, more immigration and animal rights, to racial justice and solidarity with the Black Lives Matter movement ",
422,2020-06-15 06:00:10+00:00,WSJ,“All Black Lives Matter” protesters marched after the organizers of Los Angeles' annual gay pride march threw their support behind a protest led by black LGBTQ leaders ,
423,2020-06-13 03:00:09+00:00,WSJ,"The Chicago Fed said it cut ties with Harald Uhlig, a University of Chicago economics professor, following his criticism of the Black Lives Matter movement ",
424,2020-06-12 19:15:06+00:00,WSJ,Black Lives Matter protesters negotiated with Seattle officials over terms for leaving a six block area they have controlled for most of the past week ,
425,2020-06-12 15:16:05+00:00,WSJ,"Starbucks said it would make T-shirts bearing the “Black Lives Matter” slogan available to employees, reversing an earlier directive not to display the slogan on their person at work ",
426,2020-06-12 01:45:09+00:00,WSJ,The editor of a prominent economics journal is facing pressure to step down after he criticized the Black Lives Matter and Defund the Police movements ,
427,2020-06-11 03:30:06+00:00,WSJ,"From @WSJopinion: In this week’s Future View, students answer the question: “What’s one thing most of your peers fail to understand about police violence, the Black Lives Matter movement or the riots across America?” ",
428,2020-06-10 09:00:01+00:00,WSJ,"Black Lives Matter demonstrators in Bristol toppled a bronze statue of 17th-century slave trader Edward Colston, as the killing of George Floyd sparks a debate about how the U.K. should remember its lost empire ",
429,2020-06-09 18:45:04+00:00,WSJ,"Black Lives Matter protesters in the U.K. toppled a statue of a 17th-century slave trader, as reaction to George Floyd’s killing spreads world-wide https://on.wsj.com/30p7eV3",
430,2020-07-31 01:07:41+00:00,FinancialTimes,Black Lives Matter energises indigenous Australian protesters ,
431,2020-07-24 08:00:05+00:00,FinancialTimes,"We are living through a revolution in social attitudes. Many companies want to ‘do the right thing’ on Black Lives Matter and LGBT rights, or at least be seen to do the right thing. But who defines what that is? ",
432,2020-07-06 05:26:26+00:00,FinancialTimes,"Rana Foroohar: Will social justice lead to economic justice? It is a question raised by the Black Lives Matter movement, but it also matters for the corporate world more broadly — and in particular for Big Tech ",
433,2020-06-29 07:54:08+00:00,FinancialTimes,"In response to the Black Lives Matter campaign, some British businesses are re-examining their historic profits from slavery as reparations campaigners call for compensation. Lex looks at the scale of a shameful legacy ",
434,2020-06-21 05:06:28+00:00,FinancialTimes,‘Everybody has their eyes on America’: Black Lives Matter goes global | Free to read ,
435,2020-06-17 13:30:00+00:00,FinancialTimes,The FT's legal writer examines UK stop and search powers as Black Lives Matter protesters demand to know why black people are arrested in disproportionate numbers. Read more here: https://www.ft.com/george-floyd-protests,
436,2020-06-17 03:20:25+00:00,FinancialTimes,"Daily coronavirus thread: Stock markets ran out of steam as Beijing reported more cases, Japan’s exports fell at fastest rate since financial crisis in May and Chicago offered Covid-19 tests to Black Lives Matter protesters. Follow our live coverage here: ",
437,2020-06-15 11:57:21+00:00,FinancialTimes,"Rana Foroohar: The Black Lives Matter protests might herald a new era, not only for racial justice, but also for economic inclusiveness ",
438,2020-06-15 06:42:11+00:00,FinancialTimes,"Rana Foroohar: The Black Lives Matter protests might herald a new era, not only for racial justice, but also for economic inclusiveness https://on.ft.com/30InFMg",
439,2020-06-14 16:32:23+00:00,FinancialTimes,Black Lives Matter is about both race and class https://on.ft.com/3e3GYnb,
440,2020-06-14 12:31:24+00:00,FinancialTimes,Black Lives Matter does a lot with a little ,
441,2020-06-13 19:03:06+00:00,FinancialTimes,"In response to Black Lives Matter, fashion brands are speaking up. But are they being authentic? ",
442,2020-06-12 17:08:51+00:00,FinancialTimes,"The Person in the News this week is Muriel Bowser. As an antiracism movement has erupted in the US, the African-American mayor of Washington DC has felt both compelled and empowered to take on President Donald Trump over the Black Lives Matter protests ",
443,2020-06-12 13:01:01+00:00,FinancialTimes,"'The death in the US has touched us here too and we all have our own stories,' said Laura, a young mother of two living in Paris. France reckons with its own response to Black Lives Matter ",
444,2020-06-08 14:30:06+00:00,FinancialTimes,Protestors pulled down a statue of slave trader Edward Colston during a Black Lives Matter protest rally in the UK https://on.ft.com/2YfK5lg,
445,2020-06-06 15:42:50+00:00,FinancialTimes,Global Black Lives Matter protests — in pictures ,
446,2020-06-05 18:00:19+00:00,FinancialTimes,Opinion: I know that it is impossible for all lives to matter unless black lives matter. Anyone who doesn’t see that — and can’t affirm that — suffers from moral flaws or foolishness ,
447,2020-06-05 10:00:13+00:00,FinancialTimes,Parts of Australia respond in different ways to the Black Lives Matter movement ,
448,2020-06-05 06:30:00+00:00,FinancialTimes,Police in Australia’s New South Wales are seeking to ban a Black Lives Matter protest on Saturday in Sydney over fears it could risk further coronavirus infections. Follow our live coverage here: https://www.ft.com/content/20798ad5-8b26-34c6-9e8b-e0f6036f9dbc#post-50486,
449,2020-07-31 16:00:56+00:00,guardian,Listen to the young voices of the Black Lives Matter movement | Letters ,
450,2020-07-28 08:35:28+00:00,guardian,Six arrested at Sydney Black Lives Matter protest as Dungay family deliver petition to parliament ,
451,2020-07-27 09:37:14+00:00,guardian,The birth of a militia: how an armed group police Black Lives Matter protests ,
452,2020-07-27 08:23:31+00:00,guardian,Sydney's Black Lives Matter protest to go ahead despite organisers losing court appeal ,
453,2020-07-27 03:25:41+00:00,guardian,Black Lives Matter organisers say they’ll call off Sydney rally if premier seeks Dungay death investigation ,
454,2020-07-26 07:53:45+00:00,guardian,'White as hell': Portland protesters face off with Trump but are they eclipsing Black Lives Matter? ,
455,2020-07-26 05:51:12+00:00,guardian,"Car drives through Black Lives Matter protest in Aurora, Colorado ",
456,2020-07-26 03:55:59+00:00,guardian,"Supreme court rules in favour of police, banning Sydney's Black Lives Matter protest ",
457,2020-07-24 04:37:53+00:00,guardian,Sydney Black Lives Matter protest: police say bid to stop rally unrelated to Mick Fuller comments ,
458,2020-07-23 01:13:13+00:00,guardian,Trump ties climbing Covid-19 cases to Black Lives Matter protests ,
459,2020-07-22 20:47:13+00:00,guardian,California city removes Black Lives Matter mural after request to add pro-Trump art ,
460,2020-07-20 11:35:35+00:00,guardian,NSW police chief vows to block Black Lives Matter protest planned for Sydney ,
461,2020-07-19 15:30:06+00:00,guardian,Trump equates support for Confederate flag with Black Lives Matter ,
462,2020-07-18 10:34:42+00:00,guardian,"Black Lives Matter, grandma and me: how our world changed during lockdown ",
463,2020-07-18 09:39:30+00:00,guardian,John Lewis: from civil rights titan to Black Lives Matter ,
464,2020-07-17 16:40:26+00:00,guardian,Removing the statue of Black Lives Matter activist Jen Reid was a mistake | Letters ,
465,2020-07-17 01:05:37+00:00,guardian,"Black Lives Matter protests, a Covid-19 outbreak and the 'link' that didn't exist | Weekly Beast ",
466,2020-07-16 15:34:51+00:00,guardian,'I’ve seen how uprisings have come from pain': Idris Elba on Black Lives Matter ,
467,2020-07-16 10:13:08+00:00,guardian,Black Lives Matter sculpture removed by Bristol city council – video ,
468,2020-07-16 05:48:24+00:00,guardian,Black Lives Matter sculpture of Jen Reid removed from Colston plinth ,
469,2020-07-15 14:39:18+00:00,guardian,Meet the woman behind Bristol’s new Black Lives Matter sculpture ,
470,2020-07-15 13:44:41+00:00,guardian,"A Black Lives Matter protester, Jen Reid, says she 'shed a tear' when she saw a sculpture of her replace that of the slave trader Edward Colston in Bristol on Wednesday. ",
471,2020-07-15 08:36:03+00:00,guardian,Sculpture of Black Lives Matter protester replaces Edward Colston statue – video ,
472,2020-07-15 08:05:09+00:00,guardian,'Hope flows through her': artist Marc Quinn on replacing Colston with a Black Lives Matter statue ,
473,2020-07-15 06:18:48+00:00,guardian,Edward Colston statue replaced by sculpture of Black Lives Matter protester ,
474,2020-07-15 04:21:20+00:00,guardian,Edward Colston statue replaced by sculpture of Black Lives Matter protester https://www.theguardian.com/world/2020/jul/15/edward-colston-statue-replaced-by-sculpture-of-black-lives-matter-protester?utm_term=Autofeed&amp;CMP=twt_gu&amp;utm_medium&amp;utm_source=Twitter#Echobox=1594786859,
475,2020-07-14 17:22:40+00:00,guardian,Tiger Woods hails 'fantastic' Black Lives Matter movement before golfing return ,
476,2020-07-12 07:18:43+00:00,guardian,Real change or symbolism? What Silicon Valley is – and isn't – doing to support Black Lives Matter ,
477,2020-07-10 19:11:45+00:00,guardian,Black Lives Matter isn't about statues or TV shows. It's about real lives being ruined | Nosheen Iqbal ,
478,2020-07-10 10:40:22+00:00,guardian,New York City mayor helps paint Black Lives Matter mural outside Trump Tower – video ,
479,2020-07-09 23:00:38+00:00,guardian,New York City mayor helps paint 'Black Lives Matter' outside Trump Tower ,
480,2020-07-09 10:41:47+00:00,guardian,Drivers target Black Lives Matter protesters in 'horrifying' spate of attacks ,
481,2020-07-09 10:03:26+00:00,guardian,"Stormzy on Black Lives Matter: 'If we weren't oppressed, we wouldn't be shouting' ",
482,2020-07-08 00:08:08+00:00,guardian,Senator Loeffler objects to WNBA's Black Lives Matter tie-in over 'removal of Jesus' ,
483,2020-07-06 17:22:03+00:00,guardian,Universities criticised for 'tokenistic' support for Black Lives Matter ,
484,2020-07-06 14:23:01+00:00,guardian,The black lives matter backlash is generating its own fake culture war | Chaminda Jayanetti ,
485,2020-07-03 17:51:00+00:00,guardian,NSW police seek to block Newcastle Black Lives Matter protest ahead of rallies across country on weekend ,
486,2020-07-03 07:05:35+00:00,guardian,Vivica A Fox: 'Black Lives Matter is going to be Trump's demise' ,
487,2020-07-02 18:42:04+00:00,guardian,England cricket team to wear Black Lives Matter badge against West Indies ,
488,2020-07-02 18:26:06+00:00,guardian,"Black Lives Matter makes this season mean more, says Lewis Hamilton ",
489,2020-06-29 10:20:00+00:00,guardian,West Indies to wear Black Lives Matter logo on Test shirts against England ,
490,2020-06-28 07:00:27+00:00,guardian,"Far-right thugs exploit Black Lives Matter movement, warns UK anti-extremism chief ",
491,2020-06-24 17:13:13+00:00,guardian,RFL asked to investigate social media posts about Black Lives Matter ,
492,2020-06-23 20:05:41+00:00,guardian,Burnley to show support for Black Lives Matter in 'clear stand' against banner ,
493,2020-06-23 13:32:19+00:00,guardian,Dizzee Rascal and Piers Morgan clash over Black Lives Matter – video ,
494,2020-06-22 14:26:04+00:00,guardian,Rock against racism? Metal's varied response to Black Lives Matter ,
495,2020-06-22 05:25:35+00:00,guardian,"British jazz acts mark Black Lives Matter, Grenfell and Windrush ",
496,2020-06-20 14:44:07+00:00,guardian,'Tipping point': Greta Thunberg hails Black Lives Matter protests – video ,
497,2020-06-20 12:06:56+00:00,guardian,'Tipping point': Greta Thunberg hails Black Lives Matter protests ,
498,2020-06-19 12:53:03+00:00,guardian,‘I'm very aware I’m mixed race here’: organising a rural UK Black Lives Matter protest – video ,
499,2020-06-18 15:13:39+00:00,guardian,Hundreds of armed counter-protesters confront Black Lives Matter rally in Ohio ,
500,2020-06-18 14:49:14+00:00,guardian,"UK's foreign secretary, Dominic Rabb, has said he would not take a knee in support of the Black Lives Matter movement ",
501,2020-06-18 13:40:57+00:00,guardian,Man rescued by UK Black Lives Matter protester is ex-police officer ,
502,2020-06-17 12:32:41+00:00,guardian,The Protest review – superb set of dramas for the Black Lives Matter movement ,
503,2020-06-17 10:43:45+00:00,guardian,Black Lives Matter protests: Republicans to unveil police reform plan - live updates ,
504,2020-06-16 12:54:04+00:00,guardian,Black Lives Matter protests: push for justice and police reform continues - live updates ,
505,2020-06-16 07:25:19+00:00,guardian,Black Lives Matter - a photographer's view from the London protests ,
506,2020-06-15 17:13:14+00:00,guardian,The UK government responded to Black Lives Matter – by protecting statues | The Secret Barrister ,
507,2020-06-15 10:51:15+00:00,guardian,Black Lives Matter protests: Atlanta shooting of Rayshard Brooks declared homicide - live updates ,
508,2020-06-15 07:55:15+00:00,guardian,Color is not a crime: New York's Black Lives Matter street art ,
509,2020-06-14 19:39:56+00:00,guardian,Ben Jennings on Grenfell Tower and the Black Lives Matter protests – cartoon ,
510,2020-06-13 15:50:14+00:00,guardian,'St Albans has never seen anything like this': Britain rallies for Black Lives Matter ,
511,2020-06-13 09:20:56+00:00,guardian,'It fits at the heart of Black Lives Matter': Grenfell survivors three years on - video ,
512,2020-06-13 08:19:37+00:00,guardian,Australia protests: thousands take part in Black Lives Matter and pro-refugee events amid health warnings ,
513,2020-06-13 07:29:54+00:00,guardian,Black Lives Matter has exposed sport's underlying failure to deal with racism | Jonathan Liew ,
514,2020-06-13 03:18:25+00:00,guardian,NSW police officer appears to make white power salute near Sydney Black Lives Matter protest ,
515,2020-06-12 15:59:19+00:00,guardian,Starbucks reverses stance and allows staff to wear Black Lives Matter clothing ,
516,2020-06-12 14:12:20+00:00,guardian,Boris Johnson: we 'should not support' Black Lives Matter protests – video ,
517,2020-06-12 10:23:45+00:00,guardian,George Floyd: US gears up for weekend of Black Lives Matter protests – live updates ,
518,2020-06-12 07:26:14+00:00,guardian,Black Lives Matter: health experts assess risks of Covid-19 transmission at Australia protests ,
519,2020-06-11 23:03:10+00:00,guardian,How do you stop the far-right using the Punisher skull? Make it a Black Lives Matter symbol ,
520,2020-06-11 16:29:41+00:00,guardian,Gushers? Witches? And ... Mitt Romney? The surprise coalition backing Black Lives Matter ,
521,2020-06-11 15:10:14+00:00,guardian,Premier League player names to be replaced on shirts by Black Lives Matter ,
522,2020-06-11 12:50:34+00:00,guardian,How the Electric Slide became the Black Lives Matter protest dance ,
523,2020-06-11 11:44:48+00:00,guardian,"Lubaina Himid: You say the magic words, Black Lives Matter: buy an exclusive print ",
524,2020-06-11 06:57:32+00:00,guardian,'Black Lives Matter' risks becoming an empty slogan. It's not enough to defeat racism | Joseph Harker ,
525,2020-06-11 02:09:59+00:00,guardian,Scott Morrison: Black Lives Matter protesters should be charged if they defy advice and march ,
526,2020-06-10 22:36:47+00:00,guardian,Eintracht Frankfurt wear Black Lives Matter shirts in cup defeat to Bayern ,
527,2020-06-10 13:20:33+00:00,guardian,Boris Johnson says US is 'bastion of peace and freedom' amid Black Lives Matter protests – video ,
528,2020-06-10 12:37:43+00:00,guardian,"Black Lives Matter, racism in football and representation in sports media – Football Weekly special ",
529,2020-06-10 11:44:27+00:00,guardian,"YG, Che Lingo, Kendrick Lamar: the protest songs of Black Lives Matter 2020 ",
530,2020-06-10 10:55:10+00:00,guardian,Black Lives Matter: four plays that resonate amid the protests ,
531,2020-06-10 10:24:10+00:00,guardian,Black Lives Matter protests: George Floyd's brother to testify in Washington - live ,
532,2020-06-10 05:27:46+00:00,guardian,C of E accused of ‘utter hypocrisy’ over backing for Black Lives Matter ,
533,2020-06-09 19:41:08+00:00,guardian,Steve Bell on Boris Johnson and Black Lives Matter protests — cartoon ,
534,2020-06-09 16:17:23+00:00,guardian,Donations to Black Lives Matter UK and other groups top £1m ,
535,2020-06-09 06:54:57+00:00,guardian,UK Black Lives Matter protests live: Oxford demo to target Rhodes statue ,
536,2020-06-08 23:11:06+00:00,guardian,Black Lives Matter protesters in Australia referred to our count of 432 Aboriginal deaths in custody. It's now 437 ,
537,2020-06-08 22:17:09+00:00,guardian,'I hear you': Boris Johnson to Black Lives Matter protesters ,
538,2020-06-08 19:18:18+00:00,guardian,Capital Xtra presenters criticise firm's response to Black Lives Matter ,
539,2020-06-08 18:54:10+00:00,guardian,Klan leader charged after driving car into Black Lives Matter protesters ,
540,2020-06-08 16:20:20+00:00,guardian,Labour MP threatened after defending Black Lives Matter protests ,
541,2020-06-08 11:42:08+00:00,guardian,John Boyega expresses thanks for Black Lives Matter support ,
542,2020-06-07 18:32:05+00:00,guardian,'Just the beginning': voices from the Black Lives Matter protest in London – video ,
543,2020-06-07 11:20:32+00:00,guardian,"Black Lives Matter protests risk spreading coronavirus, warns Hancock – video ",
544,2020-06-07 10:09:29+00:00,guardian,"Black Lives Matter protests risk spreading Covid-19, says Hancock ",
545,2020-06-07 03:10:19+00:00,guardian,"Australian Black Lives Matter protests ‘incredibly selfish’, Mathias Cormann says ",
546,2020-06-06 22:54:53+00:00,guardian,Washington mayor stands up to Trump and unveils Black Lives Matter mural ,
547,2020-06-06 19:42:25+00:00,guardian,'Now is the time': London's Black Lives Matter rally looks like a turning point ,
548,2020-06-06 14:54:05+00:00,guardian,Banksy supports Black Lives Matter with latest artwork ,
549,2020-06-06 09:44:00+00:00,guardian,Thousands attend Sydney Black Lives Matter rally that was authorised minutes before start – video ,
550,2020-06-06 07:27:01+00:00,guardian,People ask me how they can support Black Lives Matter. At the moment all I can feel is sadness and grief ,
551,2020-06-05 12:27:46+00:00,guardian,Decision to close case of London worker who was spat at sparks anger among #BlackLivesMatter protesters ,#BlackLivesMatter #BlackLivesMatter
552,2020-06-05 04:46:50+00:00,guardian,K-pop fans join forces to drown out opposition to #BlackLivesMatter ,#BlackLivesMatter #BlackLivesMatter
553,2020-06-04 22:13:08+00:00,guardian,Coronavirus Australia live updates: NSW government faces heat for allowing Black Lives Matter protest to go ahead – latest news ,
554,2020-06-04 10:53:37+00:00,guardian,Morrison says Australia should not import Black Lives Matter protests after deaths-in-custody rally ,
555,2020-06-04 09:38:34+00:00,guardian,John Boyega's rousing Black Lives Matter speech wins praise and support ,
556,2020-06-03 13:19:47+00:00,guardian,Bucket boats and Black Lives Matter: Wednesday's best photos ,
557,2020-06-02 15:23:52+00:00,guardian,Grindr dating app removes ethnicity filter to support Black Lives Matter ,
558,2020-07-30 17:10:07+00:00,realDailyWire,SCHAEFFER: The Truth About The Black Lives Matter Organization http://dlvr.it/RchHct,
559,2020-07-25 11:33:05+00:00,realDailyWire,LeBron On Black Lives Matter: ‘In America … There Ain’t Been No Damn Movement For Us’ http://dlvr.it/RcLHbh,
560,2020-07-24 21:57:33+00:00,realDailyWire,LeBron On Black Lives Matter: ‘In America … There Ain’t Been No Damn Movement For Us’ http://dlvr.it/RcJq1W,
561,2020-07-24 00:58:32+00:00,realDailyWire,WATCH: Dr. Fauci Throws Disastrous First Pitch At MLB Game; Players Kneel For Black Lives Matter http://dlvr.it/RcFXMD,
562,2020-07-23 02:07:02+00:00,realDailyWire,"Protester At Black Lives Matter Event: ‘The White Man’ Is The ‘Common Enemy,’ ‘Get Rid Of Them’ http://dlvr.it/Rc9rnL",
563,2020-07-15 12:44:32+00:00,realDailyWire,KHAN: 5 Radical Goals Of The Black Lives Matter Organization The Media Ignores http://dlvr.it/RbgBm8,
564,2020-07-15 09:00:32+00:00,realDailyWire,"WATCH: Family Speaks Out After Baby Killed During NYC Cookout: Everybody Says ‘Black Lives Matter,’ ‘What About Baby Lives?’ http://dlvr.it/RbfRrF",
565,2020-07-14 17:47:33+00:00,realDailyWire,"WATCH: Family Speaks Out After Baby Killed During NYC Cookout: Everybody Says ‘Black Lives Matter,’ ‘What About Baby Lives?’ http://dlvr.it/RbcMcm",
567,2020-07-12 23:20:05+00:00,realDailyWire,Black Lives Matter Activists Want To ‘Abolish Capitalism.’ Their Vendors Just Got Shut Down In Black Lives Matter Plaza. http://dlvr.it/RbTfBP,
569,2020-07-10 09:30:32+00:00,realDailyWire,De Blasio Suggests Ban On Public Gatherings Like Parades Or Fairs. Black Lives Matter Protests Are Different. http://dlvr.it/RbKvNB,
570,2020-07-10 01:19:33+00:00,realDailyWire,De Blasio Suggests Ban On Public Gatherings Like Parades Or Fairs. Black Lives Matter Protests Are Different. http://dlvr.it/RbJqDR,
571,2020-07-09 10:02:33+00:00,realDailyWire,WATCH: Black Lives Matter Activists Call For Boycott Of Non-Black-Owned Businesses http://dlvr.it/RbGBns,
572,2020-07-08 19:49:32+00:00,realDailyWire,WATCH: Black Lives Matter Activists Call For Boycott Of Non-Black-Owned Businesses http://dlvr.it/RbDDpH,
573,2020-07-08 19:15:03+00:00,realDailyWire,SHAPIRO: Not All Black Lives Matter To Black Lives Matter http://dlvr.it/RbD7L2,
574,2020-07-08 14:15:32+00:00,realDailyWire,8 Ways Black Lives Matter Activists Changed The Nation’s Largest Criminal Justice System http://dlvr.it/RbC74D,
575,2020-07-08 03:03:32+00:00,realDailyWire,"GOP Sen. Loeffler, Co-Owner Of WNBA Team, Says She Opposes Black Lives Matter Movement, Wants American Flags On Players http://dlvr.it/Rb9JPh",
576,2020-07-08 02:18:33+00:00,realDailyWire,Police Charge Duo With Hate Crime For Painting Over ‘Black Lives Matter’ Mural On Public Street http://dlvr.it/Rb9DHk,
577,2020-07-07 18:00:34+00:00,realDailyWire,WATCH: CNN’s Don Lemon Battles With Terry Crews Over Black Lives Matter’s Agenda http://dlvr.it/Rb84LD,
578,2020-07-07 16:49:02+00:00,realDailyWire,CNN’s Don Lemon: Black Lives Matter Movement Is Not About ‘All Black Lives Matter’ http://dlvr.it/Rb7rR9,
579,2020-07-07 04:00:32+00:00,realDailyWire,New York Attorney General Orders Black Lives Matter Foundation To Stop Soliciting Donations. It’s Not What You Think. http://dlvr.it/Rb5WHX,
580,2020-07-07 00:18:03+00:00,realDailyWire, Dad Of 8-Year-Old Killed in Atlanta: ‘They Say Black Lives Matter. You Killed Your Own.’ ,
581,2020-07-06 08:31:03+00:00,realDailyWire,"Leftists Slam ‘Hamilton,’ Creator Lin-Manuel Miranda For ‘Silence’ On Black Lives Matter, Historical ‘Revisionism’ http://dlvr.it/Rb2NSB",
582,2020-07-06 02:21:32+00:00,realDailyWire,Father Of 8-Year-Old Killed Near Atlanta Wendy’s: ‘They Say Black Lives Matter. You Killed Your Own.’ http://dlvr.it/Rb1dYb,
583,2020-07-05 20:23:33+00:00,realDailyWire,"Leftists Slam ‘Hamilton,’ Creator Lin-Manuel Miranda For ‘Silence’ On Black Lives Matter, Historical ‘Revisionism’ http://dlvr.it/Rb1388",
584,2020-07-05 13:28:03+00:00,realDailyWire,Rachel Dolezal: People Say Black Lives Matter Movement Has ‘Vindicated’ Me http://dlvr.it/Rb07m8,
585,2020-07-04 11:00:32+00:00,realDailyWire,WATCH: Sports Commentator Rips NBA Painting ‘Black Lives Matter’ On Courts: ‘The Road To Hell Is Paved With Good Intentions’ http://dlvr.it/RZxFFS,
586,2020-07-04 09:30:34+00:00,realDailyWire,Black Lives Matter Leader’s Campaign To Cancel Capitalism Shaped By Marxist Upbringing http://dlvr.it/RZx41w,
587,2020-07-03 11:23:02+00:00,realDailyWire,WATCH: Sports Commentator Rips NBA Painting ‘Black Lives Matter’ On Courts: ‘The Road To Hell Is Paved With Good Intentions’ http://dlvr.it/RZt52X,
588,2020-07-03 09:30:33+00:00,realDailyWire,"VIRAL VIDEO: Rapper Lord Jamar: Black Lives Matter ‘Not Our Movement,’ ‘Given To Us By George Soros’ http://dlvr.it/RZsm8H",
589,2020-07-03 07:31:03+00:00,realDailyWire,"WATCH: Black Lives Matter Protesters Shout ‘Israel, We Know You, You Murder Children, Too’ http://dlvr.it/RZsQqr",
590,2020-07-02 21:50:07+00:00,realDailyWire,"WATCH: Black Lives Matter Protesters Shout ‘Israel, We Know You, You Murder Children, Too’ http://dlvr.it/RZrJJ6",
591,2020-07-02 18:47:33+00:00,realDailyWire,Black Lives Matter Leader’s Campaign To Cancel Capitalism Shaped By Marxist Upbringing http://dlvr.it/RZqrLG,
592,2020-07-02 18:25:34+00:00,realDailyWire,New Study Claims Black Lives Matter Protests Actually SLOWED The Spread of Coronavirus http://dlvr.it/RZqnLq,
593,2020-07-02 12:13:33+00:00,realDailyWire,Ben Carson On Painting ‘Black Lives Matter’ On Street: What If ‘Somebody Painted A Confederate Flag On A Public Street?’ http://dlvr.it/RZpW3y,
594,2020-07-02 12:07:33+00:00,realDailyWire,"VIRAL VIDEO: Rapper Lord Jamar: Black Lives Matter ‘Not Our Movement,’ ‘Given To Us By George Soros’ http://dlvr.it/RZpV3Q",
595,2020-07-02 02:33:04+00:00,realDailyWire,Left-Wing Reporters Go After Trump Over ‘Black Lives Matter’ Tweet. Kayleigh McEnany Shuts Them Down. http://dlvr.it/RZn1SV,
596,2020-07-01 08:30:33+00:00,realDailyWire,Terry Crews Faces Backlash For Saying Black Lives Matter Shouldn’t Turn Into ‘Black Lives Better’ http://dlvr.it/RZjvpj,
597,2020-07-01 07:30:33+00:00,realDailyWire,"NBA To Paint ‘Black Lives Matter’ On Sides Of Disney Courts, Allow Players To Put Social Justice Messages On Jerseys http://dlvr.it/RZjlff",
598,2020-07-01 06:00:32+00:00,realDailyWire,"Couple Who Pulled Guns On Protesters Support Black Lives Matter, Lawyer Says http://dlvr.it/RZjX1D",
599,2020-06-30 19:28:34+00:00,realDailyWire,Terry Crews Faces Backlash For Saying Black Lives Matter Shouldn’t Turn Into ‘Black Lives Better’ http://dlvr.it/RZhCmW,
600,2020-06-30 16:51:32+00:00,realDailyWire,"Couple Who Pulled Guns On Protesters Support Black Lives Matter, Lawyer Says http://dlvr.it/RZgkCZ",
601,2020-06-30 15:44:32+00:00,realDailyWire,"NBA To Paint ‘Black Lives Matter’ On Sides Of Disney Courts, Allow Players To Put Social Justice Messages On Jerseys http://dlvr.it/RZgVwW",
602,2020-06-27 12:14:03+00:00,realDailyWire,Black Lives Matter Group Storms Beverley Hills Residential Area: ‘Eat The Rich!’ ‘Abolish Capitalism Now!’ http://dlvr.it/RZTNRn,
603,2020-06-27 10:00:33+00:00,realDailyWire,Black Lives Matter And Teachers Union Work As Partners To End ‘Repressive’ Policing In Schools http://dlvr.it/RZT4m1,
604,2020-06-26 17:18:05+00:00,realDailyWire,Black Lives Matter And Teachers Union Work As Partners To End ‘Repressive’ Policing In Schools http://dlvr.it/RZR4Dp,
605,2020-06-26 11:53:33+00:00,realDailyWire,WATCH: Alabama Coach Nick Saban Featured In ‘All Lives Can’t Matter Until Black Lives Matter’ Video http://dlvr.it/RZQ2wz,
606,2020-06-26 11:46:06+00:00,realDailyWire,"Democrat Rep. Pressley: ‘Black Lives Matter Is A Mandate,’ ‘Pay Us What You Owe Us’ http://dlvr.it/RZQ1N8",
607,2020-06-26 08:30:34+00:00,realDailyWire,Black Lives Matter Leader: ‘Jesus Christ Is The Most Famous Black Radical Revolutionary In History’ http://dlvr.it/RZPP7P,
608,2020-06-26 05:31:03+00:00,realDailyWire,"Black Lives Matter Leader: ‘If This Country Doesn’t Give Us What We Want, Then We Will Burn Down The System’ http://dlvr.it/RZNzK9",
609,2020-06-25 11:52:32+00:00,realDailyWire,Black Lives Matter Leader: ‘Jesus Christ Is The Most Famous Black Radical Revolutionary In History’ http://dlvr.it/RZLHQC,
610,2020-06-25 11:27:33+00:00,realDailyWire,"Black Lives Matter Leader: ‘If This Country Doesn’t Give Us What We Want, Then We Will Burn Down The System’ http://dlvr.it/RZLB2W",
611,2020-06-23 04:39:33+00:00,realDailyWire,WATCH: ‘Black Lives Matter’ Founder: ‘Goal’ Is To Remove Trump; Reveals ‘Marxist’ Ideology http://dlvr.it/RZ9RLl,
613,2020-06-23 00:07:32+00:00,realDailyWire, WATCH: ‘Black Lives Matter’ Founder Reveals ‘Marxist’ Ideology ,
